PERIODO,PATOLOGIA,TERRITORIO,MASCHI,FEMMINE,TOTALE
2009-2017,Malattie della pelle e del tessuto sottocutaneo,89016,1,1,2
2009-2017,Malattie della pelle e del tessuto sottocutaneo,89017,4,2,6
2009-2017,Malattie della pelle e del tessuto sottocutaneo,89018,0,2,2
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81001,110,163,273
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81002,9,15,24
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81003,18,24,42
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81004,36,55,91
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81005,32,44,76
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81006,81,105,186
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81007,9,11,20
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81008,75,92,167
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81009,12,10,22
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81010,15,11,26
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81011,191,255,446
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81012,94,107,201
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81013,33,35,68
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81014,20,26,46
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81015,26,49,75
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81016,0,4,4
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81017,3,6,9
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81018,44,45,89
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81019,8,16,24
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81020,6,12,18
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81021,197,226,423
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81022,35,53,88
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81023,7,11,18
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",81024,24,31,55
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82001,12,29,41
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82002,21,14,35
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82003,3,8,11
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82004,12,6,18
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82005,20,26,46
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82006,100,128,228
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82007,11,12,23
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82008,2,14,16
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82009,20,17,37
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82010,18,22,40
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82011,14,9,23
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82012,3,4,7
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82013,6,13,19
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82014,21,18,39
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82015,4,12,16
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82016,4,3,7
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82017,8,18,26
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82018,4,7,11
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82019,14,22,36
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82020,17,22,39
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82021,43,54,97
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82022,12,21,33
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82023,22,26,48
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82024,3,11,14
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82025,10,17,27
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82026,8,6,14
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82027,27,38,65
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82028,7,8,15
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82029,5,9,14
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82030,10,14,24
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82031,29,23,52
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82032,5,13,18
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82033,13,9,22
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82034,44,45,89
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82035,18,23,41
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82036,23,29,52
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82037,11,5,16
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82038,1,4,5
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82039,10,7,17
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82040,2,2,4
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82041,2,8,10
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82042,2,3,5
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82043,9,15,24
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82044,3,4,7
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82045,19,25,44
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82046,8,13,21
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82047,12,9,21
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82048,63,78,141
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82049,59,79,138
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82050,10,22,32
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82051,11,17,28
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82052,9,6,15
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82053,1155,1399,2554
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82054,50,70,120
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82055,16,18,34
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82056,12,11,23
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82057,24,23,47
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82058,10,18,28
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82059,3,0,3
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82060,6,16,22
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82061,4,6,10
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82062,12,21,33
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82063,16,25,41
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82064,17,30,47
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82065,5,8,13
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82066,3,7,10
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82067,17,16,33
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82068,5,9,14
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82069,1,0,1
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82070,74,71,145
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82071,15,22,37
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82072,6,5,11
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82073,31,25,56
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82074,2,7,9
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82075,2,1,3
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82076,19,19,38
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82077,12,11,23
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82078,2,7,9
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82079,44,39,83
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82080,8,13,21
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82081,1,4,5
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",82082,1,3,4
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83001,4,9,13
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83002,3,3,6
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83003,4,9,13
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83004,1,5,6
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83005,106,133,239
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83006,2,6,8
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83007,13,20,33
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83008,27,38,65
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83009,45,45,90
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83010,4,6,10
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83011,15,28,43
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83012,3,3,6
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83013,10,5,15
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83014,8,18,26
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83015,7,3,10
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83016,10,17,27
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83017,1,8,9
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83018,1,2,3
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83019,7,5,12
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83020,11,8,19
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83021,8,8,16
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83022,2,4,6
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83023,8,10,18
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83024,2,2,4
2009-2017,"Malattie endocrine, nutrizionali e metaboliche",83025,16,17,33
